"p"	"count"
"http://de.dbpedia.org/property/altitudine"	7235
"http://de.dbpedia.org/property/formate"	7228
"http://dbpedia.org/ontology/leaderParty"	7219
"http://de.dbpedia.org/property/gt"	7216
"http://dbpedia.org/ontology/recordLabel"	7180
"http://de.dbpedia.org/property/mappay"	7166
"http://de.dbpedia.org/property/mappax"	7165
"http://de.dbpedia.org/property/nomeabitanti"	7161
"http://de.dbpedia.org/property/höhenbezugMündung"	7153
"http://de.dbpedia.org/property/besetzung4b"	7152
"http://de.dbpedia.org/property/nameDe"	7138
"http://de.dbpedia.org/property/gnis"	7078
"http://de.dbpedia.org/property/fips"	7012
"http://de.dbpedia.org/property/datierung"	7008
"http://de.dbpedia.org/property/erfolge"	6985
"http://de.dbpedia.org/property/einzugsgebiet"	6984
"http://de.dbpedia.org/property/groesse"	6916
"http://de.dbpedia.org/property/höhenbezugQuelle"	6900
"http://de.dbpedia.org/property/gewaesser"	6887
"http://dbpedia.org/ontology/debutTeam"	6876
"http://de.dbpedia.org/property/download"	6872
"http://de.dbpedia.org/property/nmupdate"	6851
"http://dbpedia.org/ontology/totalTracks"	6844
"http://de.dbpedia.org/property/cas"	6841
"http://de.dbpedia.org/property/lagekarte"	6841
"http://dbpedia.org/ontology/computingPlatform"	6829
"http://de.dbpedia.org/property/spurweite"	6829
"http://de.dbpedia.org/property/besetzung4a"	6793
"http://de.dbpedia.org/property/year"	6777
"http://de.dbpedia.org/property/vorheriges"	6767
"http://dbpedia.org/ontology/leaderTitle"	6760
"http://de.dbpedia.org/property/scientificname"	6749
"http://de.dbpedia.org/property/plätze"	6739
"http://de.dbpedia.org/property/rechteNebenflüsse"	6717
"http://dbpedia.org/ontology/artist"	6708
"http://de.dbpedia.org/property/sito"	6703
"http://de.dbpedia.org/property/baujahr"	6700
"http://de.dbpedia.org/property/nächstes"	6696
"http://dbpedia.org/ontology/awayColourHexCode"	6675
"http://de.dbpedia.org/property/landfläche"	6675
"http://de.dbpedia.org/property/andereNamen"	6673
"http://dbpedia.org/ontology/areaLand"	6667
"http://dbpedia.org/ontology/sourcePosition"	6654
"http://de.dbpedia.org/property/anzahltitel"	6640
"http://dbpedia.org/ontology/administrativeDistrict"	6636
"http://de.dbpedia.org/property/heutigerOrtsname"	6614
"http://de.dbpedia.org/property/linkeNebenflüsse"	6608
"http://dbpedia.org/ontology/runtime"	6602
"http://dbpedia.org/ontology/Work/runtime"	6602
"http://de.dbpedia.org/property/patternB"	6602
"http://de.dbpedia.org/property/gemeinden"	6563
"http://de.dbpedia.org/property/gründer1b"	6550
"http://de.dbpedia.org/property/gkz"	6539
"http://dbpedia.org/ontology/foundingYear"	6498
"http://de.dbpedia.org/property/alternativname"	6494
"http://de.dbpedia.org/property/kraj"	6429
"http://de.dbpedia.org/property/entdeckungsdatum"	6419
"http://de.dbpedia.org/property/armoiries"	6409
"http://de.dbpedia.org/property/webpräsenz"	6403
"http://de.dbpedia.org/property/betreiber"	6385
"http://de.dbpedia.org/property/n"	6385
"http://de.dbpedia.org/property/laufzeit"	6380
"http://de.dbpedia.org/property/molareMasse"	6380
"http://de.dbpedia.org/property/summenformel"	6371
"http://de.dbpedia.org/property/versionen"	6358
"http://de.dbpedia.org/property/absteiger"	6349
"http://de.dbpedia.org/property/strukturformel"	6348
"http://de.dbpedia.org/property/heimSpieler"	6329
"http://de.dbpedia.org/property/s"	6327
"http://de.dbpedia.org/property/gastSpieler"	6315
"http://de.dbpedia.org/property/patrono"	6312
"http://dbpedia.org/ontology/Stream/watershed"	6292
"http://dbpedia.org/ontology/watershed"	6292
"http://de.dbpedia.org/property/suchfunktion"	6279
"http://de.dbpedia.org/property/schusshand"	6276
"http://dbpedia.org/ontology/municipality"	6233
"http://de.dbpedia.org/property/eas"	6215
"http://de.dbpedia.org/property/standort"	6206
"http://dbpedia.org/ontology/length"	6206
"http://de.dbpedia.org/property/stadt"	6201
"http://de.dbpedia.org/property/geschichte"	6189
"http://de.dbpedia.org/property/anschrift"	6168
"http://de.dbpedia.org/property/map"	6156
"http://de.dbpedia.org/property/nuts"	6131
"http://dbpedia.org/ontology/rightTributary"	6118
"http://de.dbpedia.org/property/et"	6089
"http://dbpedia.org/ontology/operatingSystem"	6008
"http://dbpedia.org/ontology/leftTributary"	6007
"http://de.dbpedia.org/property/caption"	6004
"http://dbpedia.org/ontology/musicFormat"	5919
"http://de.dbpedia.org/property/nr"	5898
"http://de.dbpedia.org/property/plattform"	5892
"http://de.dbpedia.org/property/yearassessed"	5855
"http://de.dbpedia.org/property/assessor"	5849
"http://de.dbpedia.org/property/team"	5849
"http://de.dbpedia.org/property/truppenstärke"	5840
"http://de.dbpedia.org/property/werk"	5720
"http://de.dbpedia.org/property/gesamtlänge"	5698
"http://de.dbpedia.org/property/bisJahr"	5698
"http://de.dbpedia.org/property/rd5Score"	5657
"http://de.dbpedia.org/property/linkstemma"	5613
"http://de.dbpedia.org/property/dichte"	5602
"http://de.dbpedia.org/property/notice"	5551
"http://de.dbpedia.org/property/laengengrad"	5527
"http://dbpedia.org/ontology/league"	5482
"http://de.dbpedia.org/property/betriebssystem"	5477
"http://de.dbpedia.org/property/modus"	5411
"http://de.dbpedia.org/property/erhaltungszustand"	5392
"http://de.dbpedia.org/property/meister"	5371
"http://de.dbpedia.org/property/bürgermeisterdatum"	5368
"http://de.dbpedia.org/property/festivo"	5340
"http://de.dbpedia.org/property/spalten"	5320
"http://de.dbpedia.org/property/verluste"	5317
"http://de.dbpedia.org/property/ortswappen"	5300
"http://de.dbpedia.org/property/release"	5300
"http://de.dbpedia.org/property/einwohnerstand"	5291
"http://dbpedia.org/ontology/maximumElevation"	5276
"http://de.dbpedia.org/property/webseite"	5209
"http://de.dbpedia.org/property/abfluss"	5200
"http://de.dbpedia.org/property/bis"	5192
"http://dbpedia.org/ontology/formationDate"	5176
"http://de.dbpedia.org/property/auflösung"	5146
"http://de.dbpedia.org/property/width"	5144
"http://de.dbpedia.org/property/ehemalige1a"	5074
"http://dbpedia.org/ontology/meltingPoint"	5058
"http://dbpedia.org/ontology/ChemicalSubstance/meltingPoint"	5058
"http://de.dbpedia.org/property/entstehungszeit"	5043
"http://de.dbpedia.org/property/linktext"	5028
"http://de.dbpedia.org/property/dépt"	5009
"http://de.dbpedia.org/property/rég"	5008
"http://de.dbpedia.org/property/ehemalige1b"	5006
"http://de.dbpedia.org/property/pubchem"	4992
"http://de.dbpedia.org/property/iso"	4988
"http://de.dbpedia.org/property/float"	4961
"http://dbpedia.org/ontology/pubchem"	4953
"http://de.dbpedia.org/property/issn"	4938
"http://de.dbpedia.org/property/typologieN.Geo.Lage"	4929
"http://de.dbpedia.org/property/bürgermeistertitel"	4915
"http://de.dbpedia.org/property/bahnneigung"	4910
"http://de.dbpedia.org/property/modell"	4908
"http://de.dbpedia.org/property/schmelzpunkt"	4850
"http://de.dbpedia.org/property/aggregat"	4843
"http://de.dbpedia.org/property/lau"	4833
"http://de.dbpedia.org/property/bildZeigt"	4815
"http://dbpedia.org/ontology/subsequentWork"	4810
"http://dbpedia.org/ontology/width"	4807
"http://de.dbpedia.org/property/durchmesser"	4787
"http://dbpedia.org/ontology/previousWork"	4766
"http://de.dbpedia.org/property/exzentrizität"	4766
"http://de.dbpedia.org/property/orbittyp"	4727
"http://de.dbpedia.org/property/perihel"	4717
"http://dbpedia.org/ontology/riverBranchOf"	4715
"http://de.dbpedia.org/property/regierungsbezirk"	4703
"http://de.dbpedia.org/property/großeHalbachse"	4699
"http://de.dbpedia.org/property/aphel"	4695
"http://de.dbpedia.org/property/ssdId"	4693
"http://de.dbpedia.org/property/gemeindenummer"	4690
"http://de.dbpedia.org/property/imageDesc"	4690
"http://de.dbpedia.org/property/umlaufdauer"	4683
"http://de.dbpedia.org/property/nom"	4676
"http://de.dbpedia.org/property/studio"	4660
"http://de.dbpedia.org/property/nbcomm"	4657
"http://de.dbpedia.org/property/klasse"	4643
"http://de.dbpedia.org/property/gründungsjahr"	4628
"http://dbpedia.org/ontology/saint"	4627
"http://de.dbpedia.org/property/absoluteHelligkeit"	4622
